

=== New Entry ===
Total CO2,170784.52
Total NOX,1056.63

Top 15 Departure Airports by CO2 Emissions:
Dep,CO2,NOX
Unknown,21383.01096703439,136.61916071922732
London,13476.04090268212,88.60561751227686
Paris,10694.524811628491,70.72532358817237
Istanbul,9981.193467254358,61.15907827897817
Amsterdam,9726.987162913296,61.981358795614206
 Frankfurt,6542.992449799689,40.15268193934136
Dubai,5346.957406394213,41.65191961909268
Doha,3601.4853715902796,24.02338411694626
Madrid,3372.705872676321,18.426718136450404
Seoul,2539.4463771364744,18.844230207459912
New York,2535.4111630215725,15.298919765017041
Zurich,2489.9398463100233,18.049219608894226
Leipzig,2354.9221404843115,15.169353783033939
Brussels,2136.242946232353,11.196420819026587
Chicago,2053.41038594525,13.657123882348785
Bangkok,2050.5914763202286,14.884289232062281
Copenhagen,1749.7228710764289,11.0887487864313
Zaragoza,1695.595654642644,12.352712679139879
Lisbon,1497.5980148776152,7.160166550588669
Hawthorne,1494.4784362898292,11.169838522182152
Luxembourg,1486.938007177483,10.310594472060124
Cairo,1433.9485400769183,10.096503271192187
Miami,1334.6904965412903,8.24430152963644
Moscow,1292.3296396972353,8.284398526051856
Tokyo,1282.172438531659,8.37060107764307
Milan,1244.1043272930285,6.406740979593308
Sao Paulo,1209.3238170345355,8.130554469013482
Singapore,1091.3196852856095,6.472105493074518
Barcelona,978.3533802656563,5.553918167898628
Johannesburg,974.840571189044,7.126049065615117
Liege,964.0391712965287,5.349795414854608
Lima,963.805012909399,6.820642247573879
Hong Kong,961.3021180704222,5.809337040222961
St Denis,912.6987186139559,6.572475294631793
Stockholm,890.0444917263329,4.995133930257463
Cologne,883.3880900983802,3.2894453530358745
Atlanta,872.3128689294931,4.288278185970215
Newark,804.9018690443062,4.570547216141078
Chongqing,780.5499194770312,6.088898500704895
Rome,765.6315342280146,4.044982374871127
Mississauga,739.5364810441404,3.978501395018713
Mumbai,720.3349168467374,5.060250910040031
Yas Island,712.1839991438113,3.898183828640145
Bangalore,696.7668400772221,4.190009499475907
Warsaw,665.3083241319248,3.685222266443971
Nairobi,651.7449214177682,5.222520879929355
Dublin,649.0091857642113,3.510814374212013
Dallas-Fort Worth,638.9396991207677,4.523897153275145
Tenerife Island,638.3441787856277,3.0449023412486467
Tel Aviv,631.8075439333915,3.0338663288367758

Emissions by Haul Type:
Haul,CO2,NOX
Long-haul flight,130046.21384550199,837.9932136938316
Medium-haul flight,17645.42468884097,94.28119778128388
Short-haul flight,23092.88315691875,124.35709420329344

Emissions by Aircraft Type:
Plane,CO2,NOX
b77w,69486.60391676915,542.9760174307912
a333,15350.414843815639,81.36828641290197
b738,11400.641260267967,63.63545186501576
b789,10849.42610993671,48.08566043528417
a332,10466.757569152423,56.95007261371723
a359,9692.253935491803,41.41891135842506
b772,9637.966695652154,75.88866083811317
a20n,7607.050106189648,36.49396800317748
a320,6696.387447781924,36.62366823362661
b752,3116.7605836799944,7.91159487655997
b734,2620.0616907866565,11.684162137929983
a319,2232.997825505726,9.141068289447261
b744,1975.5027770934164,3.7863586057004897
e190,1766.3947821882562,7.502240547728802
a321,1681.4103673238828,12.206797691626049
b788,1183.6237194830956,4.387481975261922
b748,1069.0252369122688,1.6503136840310313
e195,913.1694661213488,4.149237632810081
b737,895.2257688696786,5.136506813698501
a343,789.1918582105585,1.8422319077269076
c550,574.552446205642,1.5372813907924174
a388,444.069188374704,0.9511621181706297
e75l,185.2774016096937,0.7026785307083586
glf6,149.75669383936906,0.60169228516388
