EurocontrolID,Plane,Dep,Arr,Dep(start-coordinates),Arr(end-coordinates),CO2,NOX,Time,Distance,Haul,Start-Date,End-date
241172484,b738,Milan,Catania,"[45.63, 8.72306]","[37.46667, 15.06389]",18.693839432149208,0.1111106699733846,6421.0,1101112.0,Short-haul flight,20-09-2020 06:54:00,20-09-2020 08:41:01
241172485,b738,Dublin,Leeds,"[53.42139, -6.27]","[53.86611, -1.66083]",10.90929067694611,0.07342653317661235,3153.0,326303.0,Short-haul flight,20-09-2020 06:50:00,20-09-2020 07:42:33
241172486,a320,Kerkyra Island,Leipzig,"[39.60195, 19.91222]","[51.42389, 12.23639]",22.353361064246382,0.12240353274630932,8211.0,1519653.0,Medium-haul flight,20-09-2020 06:54:00,20-09-2020 09:10:51
241172487,b738,Katowice,Athens,"[50.47417, 19.08]","[37.93667, 23.94445]",22.49990272933775,0.11957404351060044,7849.0,1494496.0,Short-haul flight,20-09-2020 07:00:00,20-09-2020 09:10:49
241172488,e75l,Amsterdam,Brussels,"[52.30806, 4.76417]","[50.90139, 4.48445]",5.6266165999038265,0.023305388308138504,2573.0,225297.0,Short-haul flight,20-09-2020 06:57:00,20-09-2020 07:39:53
241172494,a320,London,Sofia,"[51.4775, -0.46139]","[42.695, 23.40833]",28.689807240677403,0.14802377602405742,10858.0,2185766.0,Medium-haul flight,20-09-2020 07:17:00,20-09-2020 10:17:58
241172497,b738,Amsterdam,Thessaloniki,"[52.30806, 4.76417]","[40.51972, 22.97083]",28.143776161813314,0.1519363826178217,9576.0,1938961.0,Medium-haul flight,20-09-2020 07:24:00,20-09-2020 10:03:36
241172498,a20n,Istanbul,Geneva,"[40.89833, 29.30917]","[46.23833, 6.10945]",30.70974633493651,0.14201545719229752,10468.0,2047061.0,Medium-haul flight,20-09-2020 07:18:00,20-09-2020 10:12:28
241172500,b738,Amsterdam,Bergen,"[52.30806, 4.76417]","[60.29361, 5.21806]",17.87457063730518,0.10349206215404519,5987.0,951199.0,Short-haul flight,20-09-2020 07:23:00,20-09-2020 09:02:47
241172503,a320,Alicante,Brussels,"[38.28222, -0.55806]","[50.90139, 4.48445]",20.208392291822566,0.10659920950144125,8071.0,1573383.0,Medium-haul flight,20-09-2020 07:38:00,20-09-2020 09:52:31
241172504,a20n,Burgas, Frankfurt,"[42.57028, 27.51528]","[50.03333, 8.57056]",25.62687602884038,0.11539214728984483,9095.0,1776605.0,Medium-haul flight,20-09-2020 07:33:00,20-09-2020 10:04:35
241172505,e190,Amsterdam,Inverness,"[52.30806, 4.76417]","[57.5425, -4.0475]",12.207723392699831,0.05482849407569037,5113.0,854795.0,Short-haul flight,20-09-2020 07:34:00,20-09-2020 08:59:13
241172506,e190,Amsterdam,Saint-Louis,"[52.30806, 4.76417]","[47.59, 7.52917]",8.005052618088056,0.03629927906065667,3776.0,609629.0,Short-haul flight,20-09-2020 07:32:21,20-09-2020 08:35:17
241172509,a20n,Stockholm,Dublin,"[59.65195, 17.91861]","[53.42139, -6.27]",26.955623666371615,0.1301038815503286,9077.0,1691711.0,Medium-haul flight,20-09-2020 07:36:00,20-09-2020 10:07:17
241172510,b77w,Chicago,Paris,"[41.98, -87.905]","[49.00972, 2.54778]",265.32019221005874,2.0293760197310613,27684.0,6862890.0,Long-haul flight,20-09-2020 07:30:00,20-09-2020 15:11:24
241172512,b738,Innsbruck,Amsterdam,"[47.26028, 11.34389]","[52.30806, 4.76417]",12.047923688344719,0.06744740616214528,4523.0,842975.0,Short-haul flight,20-09-2020 07:37:00,20-09-2020 08:52:23
241172513,e190,Amsterdam,Bristol,"[52.30806, 4.76417]","[51.38278, -2.71917]",9.302622828165275,0.04130919765495853,4140.0,589240.0,Short-haul flight,20-09-2020 07:39:00,20-09-2020 08:48:00
241172514,b738,Kraków,Napoli,"[50.07778, 19.78472]","[40.88445, 14.29083]",18.567091097068065,0.09838828393805803,6972.0,1221954.0,Short-haul flight,20-09-2020 07:43:00,20-09-2020 09:39:12
241172515,b738,,,,,34.07197236737084,0.18492616888329017,11700.0,2345804.0,Medium-haul flight,20-09-2020 07:29:00,20-09-2020 10:44:00
241172516,a20n, Frankfurt,Athens,"[50.03333, 8.57056]","[37.93667, 23.94445]",27.881051969065947,0.13175629979108158,9261.0,1853186.0,Medium-haul flight,20-09-2020 07:52:00,20-09-2020 10:26:21
