EurocontrolID,Plane,Dep,Arr,Dep(start-coordinates),Arr(end-coordinates),CO2,NOX,Time,Distance,Haul,Start-Date,End-date
238944257,b738,Aalborg,Ljungbyhed,"[9.84917, 57.09278]","[12.65611, 55.61806]",6.34106805688092,0.04025534414937,2280.0,267999.0,Long-haul flight,1/3/2020 16:55,1/3/2020 17:33
238944258,a320,Moscow,Amberieu,"[37.41306, 55.9725]","[5.08111, 45.72556]",36.73575137475523,0.17853472552180047,14220.0,2545685.0,Long-haul flight,1/3/2020 17:11,1/3/2020 21:08
238944259,a319,nan,London,"[8.72306, 45.63]","[-0.19028, 51.14806]",14.575822782956175,0.06056891918992942,6240.0,921102.0,Long-haul flight,1/3/2020 17:05,1/3/2020 18:49
238944261,a320,Kufstein,nan,"[11.78611, 48.35389]","[9.98833, 53.63028]",11.640234473974923,0.07216191741150078,4080.0,643811.0,Long-haul flight,1/3/2020 17:10,1/3/2020 18:18
238944262,b738,Amberieu,Oum El Bouaghi,"[5.08111, 45.72556]","[6.60833, 36.29333]",15.751654838098311,0.09570107925778497,5760.0,1058183.0,Long-haul flight,1/3/2020 17:27,1/3/2020 19:03
238944263,b738,Stockholm,Helsinki,"[17.91861, 59.65195]","[24.96333, 60.31722]",11.48864153253594,0.07479450249715948,3360.0,450139.0,Long-haul flight,1/3/2020 17:00,1/3/2020 17:56
238944264,a320,nan,nan,"[6.75722, 51.28083]","[8.72306, 45.63]",12.926193986778872,0.07661729209291077,4500.0,771910.0,Long-haul flight,1/3/2020 17:33,1/3/2020 18:48
238944265,a319,Amberieu,Malacky,"[5.08111, 45.72556]","[16.56972, 48.11028]",13.528566940122424,0.0572913416046146,5400.0,985354.0,Long-haul flight,1/3/2020 17:03,1/3/2020 18:33
238944266,b738,Tenerife Island,Uddevalla,"[-16.5725, 28.04445]","[12.29111, 57.66]",54.65507078766473,0.2821065464648919,18720.0,4086303.0,Long-haul flight,1/3/2020 17:10,1/3/2020 22:22
238944267,a320,Uddevalla,Gdańsk,"[12.29111, 57.66]","[18.46611, 54.3775]",12.90573247383803,0.07743011114448448,4560.0,641746.0,Long-haul flight,1/3/2020 17:00,1/3/2020 18:16
238944270,a320,Ljungbyhed,Bergen Op Zoom,"[12.65611, 55.61806]","[4.48445, 50.90139]",13.065142078932666,0.07601541366753256,4920.0,785048.0,Long-haul flight,1/3/2020 17:15,1/3/2020 18:37
238944271,a320,Souda,Tatoi,"[24.15111, 35.53139]","[23.94445, 37.93667]",10.987994139445291,0.07387605608871356,3120.0,325193.0,Long-haul flight,1/3/2020 17:07,1/3/2020 17:59
238944273,b738,St Pierre I,Mallorca Island,"[2.37945, 48.72333]","[2.73889, 39.55167]",18.090960164933822,0.10394869086309239,5940.0,1061198.0,Long-haul flight,1/3/2020 17:13,1/3/2020 18:52
238944274,b738,St Pierre I,Leixlip,"[2.37945, 48.72333]","[-6.27, 53.42139]",15.430753403080086,0.08917091086790206,5340.0,895806.0,Long-haul flight,1/3/2020 17:18,1/3/2020 18:47
238944276,b738,Leixlip,Barcelona,"[-6.27, 53.42139]","[2.07833, 41.29695]",25.539420673734558,0.14849273223814283,8280.0,1564622.0,Long-haul flight,1/3/2020 16:56,1/3/2020 19:14
238944277,a321,El Gouna,Kyiv,"[33.80083, 27.17861]","[30.89333, 50.34472]",57.73060592741154,0.388652631445385,15240.0,2856345.0,Long-haul flight,1/3/2020 17:01,1/3/2020 21:15
238944278,a319,Uddevalla,Bergen Op Zoom,"[12.29111, 57.66]","[4.48445, 50.90139]",11.119053666872118,0.04487190053968535,5520.0,928577.0,Long-haul flight,1/3/2020 17:04,1/3/2020 18:36
238944279,a320,Ski,Tokol,"[11.08389, 60.20278]","[19.26195, 47.43945]",20.765727527383618,0.11159878791739745,8040.0,1534832.0,Long-haul flight,1/3/2020 17:10,1/3/2020 19:24
238944280,e190,Biarritz/Anglet/Bayonne,Paris,"[-1.53111, 43.46833]","[2.54778, 49.00972]",11.415503523965226,0.045439109183520315,5640.0,861495.0,Long-haul flight,1/3/2020 17:19,1/3/2020 18:53
238944281,a320,Zrenjanin,Ljungbyhed,"[20.30695, 44.81945]","[13.35333, 55.54833]",20.10687523070826,0.10856431173342007,7500.0,1362863.0,Long-haul flight,1/3/2020 17:06,1/3/2020 19:11
238944283,e190,London,nan,"[0.05528, 51.50528]","[8.54806, 47.45806]",11.940912838298424,0.04978725374274683,5400.0,863683.0,Long-haul flight,1/3/2020 17:18,1/3/2020 18:48
238944284,b738,Tenerife Island,Ljungbyhed,"[-16.5725, 28.04445]","[12.65611, 55.61806]",51.8806529758229,0.26027352914027735,18360.0,4007340.0,Long-haul flight,1/3/2020 17:14,1/3/2020 22:20
238944286,a319,London,nan,"[-0.46139, 51.4775]","[8.72306, 45.63]",18.119775000658112,0.0782578413314107,6480.0,1112574.0,Long-haul flight,1/3/2020 17:08,1/3/2020 18:56
238944287,a320,Kufstein,nan,"[11.78611, 48.35389]","[8.72306, 45.63]",10.953970483037503,0.06882211015987051,3780.0,490334.0,Long-haul flight,1/3/2020 17:01,1/3/2020 18:04
238944288,b738,Istanbul,Odesa,"[28.75195, 41.27528]","[30.67639, 46.42667]",18.297167122761238,0.11928649804690866,5220.0,672692.0,Long-haul flight,1/3/2020 17:13,1/3/2020 18:40
238944289,a320,Pisa,London,"[10.39556, 43.68278]","[-0.46139, 51.4775]",20.53246633075302,0.11770590662844653,7140.0,1221153.0,Long-haul flight,1/3/2020 17:06,1/3/2020 19:05
238944291,b738,Eindhoven,Leixlip,"[5.37445, 51.45]","[-6.27, 53.42139]",15.89655169768221,0.09224826280245858,5400.0,862940.0,Long-haul flight,1/3/2020 17:21,1/3/2020 18:51
238944293,a319,nan,Novi Ligure,"[15.06389, 37.46667]","[9.27833, 45.44945]",12.082231010731318,0.04553230629633257,6240.0,1091346.0,Long-haul flight,1/3/2020 16:59,1/3/2020 18:43
238944294,e75l,Aalborg,Hoeven,"[9.84917, 57.09278]","[4.76417, 52.30806]",6.73124649715619,0.02384579029973283,4560.0,657578.0,Long-haul flight,1/3/2020 17:05,1/3/2020 18:21
238944295,a333,nan,Istanbul,"[9.98833, 53.63028]","[28.75195, 41.27528]",61.51907414813136,0.38268112354919587,9720.0,2046994.0,Long-haul flight,1/3/2020 17:05,1/3/2020 19:47
238944296,a321,nan,St. Petersburg,"[8.57056, 50.03333]","[30.2625, 59.80028]",32.7785542766927,0.24232597010108395,8460.0,1802845.0,Long-haul flight,1/3/2020 17:00,1/3/2020 19:21
238944297,a332,Doha,Istanbul,"[51.60833, 25.27445]","[28.75195, 41.27528]",86.23411898104963,0.4533842860547386,14880.0,3166843.0,Long-haul flight,1/3/2020 17:29,1/3/2020 21:37
238944298,a320,London,La Cote,"[-0.46139, 51.4775]","[6.10945, 46.23833]",24.120522443334302,0.14619446647700526,7320.0,949285.0,Long-haul flight,1/3/2020 17:06,1/3/2020 19:08
238944299,b738,Bergen Op Zoom,nan,"[4.48445, 50.90139]","[8.72306, 45.63]",17.263159249670668,0.10479813803666485,5160.0,786275.0,Long-haul flight,1/3/2020 16:57,1/3/2020 18:23
238944300,a320,Gran Canaria Island,Kufstein,"[-15.38667, 27.93195]","[11.78611, 48.35389]",40.61601362070087,0.2030492822049609,15600.0,3307092.0,Long-haul flight,1/3/2020 17:13,1/3/2020 21:33
238944301,b738,Hoeven,Valencia,"[4.76417, 52.30806]","[-0.48167, 39.48945]",23.395680034350843,0.12869256831336978,7920.0,1523704.0,Long-haul flight,1/3/2020 17:21,1/3/2020 19:33
238944304,a321,London,Leixlip,"[-0.46139, 51.4775]","[-6.27, 53.42139]",22.408504770856442,0.17962979040031896,4800.0,518258.0,Long-haul flight,1/3/2020 17:04,1/3/2020 18:24
238944306,a319,Kufstein,nan,"[11.78611, 48.35389]","[6.75722, 51.28083]",10.5559167378652,0.047434955463350206,4200.0,547419.0,Long-haul flight,1/3/2020 17:12,1/3/2020 18:22
238944307,a319,St. Andrews,Bergen Op Zoom,"[-3.3725, 55.95]","[4.48445, 50.90139]",11.016552342597544,0.04650460021439123,4860.0,837063.0,Long-haul flight,1/3/2020 17:09,1/3/2020 18:30
238944308,e75l,Leconfield,Hoeven,"[-0.35139, 53.57333]","[4.76417, 52.30806]",5.534873721128025,0.021535041375515936,3000.0,394965.0,Long-haul flight,1/3/2020 17:08,1/3/2020 17:58
238944309,b738,Istanbul,Antalya,"[29.30917, 40.89833]","[30.79278, 36.90028]",12.474586596585464,0.08194828976232293,3600.0,541707.0,Long-haul flight,1/3/2020 17:07,1/3/2020 18:07
238944310,a319,Newcastle,London,"[-1.68972, 55.03806]","[-0.46139, 51.4775]",10.061619567075722,0.04327033868779422,4080.0,484965.0,Long-haul flight,1/3/2020 17:11,1/3/2020 18:19
238944311,a319,Istanbul,Skopje,"[28.75195, 41.27528]","[21.62139, 41.96167]",15.74591628527047,0.07456583888638825,5220.0,650096.0,Long-haul flight,1/3/2020 17:03,1/3/2020 18:30
238944312,b738,Cosford,Malaga,"[-2.275, 53.35389]","[-4.49917, 36.675]",28.509877997124836,0.15920844549863292,9600.0,1905149.0,Long-haul flight,1/3/2020 17:20,1/3/2020 20:00
238944313,a320,nan,Ponta Delgada,"[-9.13417, 38.77417]","[-25.69778, 37.74195]",26.26900663122619,0.14469068303453242,9600.0,1561963.0,Long-haul flight,1/3/2020 17:18,1/3/2020 19:58
238944314,b738,Warsaw,Shawbury,"[20.65195, 52.45111]","[-2.84972, 53.33361]",27.75928363169497,0.15425990608554072,9180.0,1585779.0,Long-haul flight,1/3/2020 17:09,1/3/2020 19:42
238944317,b738,Ski,Ulven,"[11.08389, 60.20278]","[5.21806, 60.29361]",8.417421812124289,0.052693361490373195,2940.0,367414.0,Long-haul flight,1/3/2020 17:32,1/3/2020 18:21
238944319,b738,nan,nan,"[8.72306, 45.63]","[14.60889, 36.99583]",17.691692471896424,0.09698249270016912,6480.0,1150746.0,Long-haul flight,1/3/2020 17:03,1/3/2020 18:51
238944320,a321,Malacky,nan,"[16.56972, 48.11028]","[8.57056, 50.03333]",17.86571291181696,0.13453545147340767,4500.0,663913.0,Long-haul flight,1/3/2020 17:02,1/3/2020 18:17
238944322,b738,Hoeven,Ski,"[4.76417, 52.30806]","[11.08389, 60.20278]",18.011605272162278,0.10444311173145064,5880.0,1058901.0,Long-haul flight,1/3/2020 17:06,1/3/2020 18:44
238944323,a321,Le Castellet,Paris,"[7.215, 43.66528]","[2.54778, 49.00972]",20.275357498127757,0.14837887377500886,5220.0,773710.0,Long-haul flight,1/3/2020 17:12,1/3/2020 18:39
238944326,b738,nan,Selcuk,"[9.98833, 53.63028]","[27.155, 38.28917]",30.235347056941315,0.1618580832131649,10440.0,2176383.0,Medium-haul flight,1/3/2020 17:20,1/3/2020 20:14
