EurocontrolID,Plane,Dep,Arr,Dep(start-coordinates),Arr(end-coordinates),CO2,NOX,Time,Distance,Haul,Start-Date,End-date
242221056,b752,Nottingham,Copenhagen,"[52.83111, -1.32778]","[55.61806, 12.65611]",11.170882104648593,0.028131132164666634,5380.0,1026575.0,Short-haul flight,16-12-2020 02:12:00,16-12-2020 03:41:40
242221058,b752,Nottingham,Milan,"[52.83111, -1.32778]","[45.63, 8.72306]",13.522259584312467,0.034354789158113186,6472.0,1213944.0,Short-haul flight,16-12-2020 02:18:00,16-12-2020 04:05:52
242221061,b77w,New York,London,"[40.64028, -73.77833]","[51.4775, -0.46139]",223.79061222548208,1.801721235818133,23394.0,5675402.0,Long-haul flight,16-12-2020 02:22:00,16-12-2020 08:51:54
242221062,b734,Liege,Stockholm,"[50.63639, 5.44278]","[59.65195, 17.91861]",15.301979275732569,0.059029830612468054,6943.0,1347905.0,Short-haul flight,16-12-2020 03:08:00,16-12-2020 05:03:43
242221063,b77w,,,,,482.8397147894871,3.865944008412444,45891.0,9544485.0,Long-haul flight,16-12-2020 03:12:00,16-12-2020 15:56:51
242221065,b77w,Lima,Paris,"[-12.01667, -77.11667]","[49.00972, 2.54778]",435.1323400751456,3.4376249220089994,41983.0,10513909.0,Long-haul flight,16-12-2020 02:25:00,16-12-2020 14:04:43
242221066,b752,Cologne,Berlin,"[50.86583, 7.14278]","[52.36222, 13.50056]",10.719925603468768,0.032062226919602005,3872.0,487728.0,Short-haul flight,16-12-2020 03:28:00,16-12-2020 04:32:32
242221067,a332,Cairo,Ostend,"[30.11139, 31.41389]","[51.19889, 2.86222]",91.5777585253993,0.4787502577188794,16315.0,3357847.0,Long-haul flight,16-12-2020 03:53:24,16-12-2020 08:25:19
242221068,b734,Cologne,Moscow,"[50.86583, 7.14278]","[55.59917, 37.27306]",28.614452363369512,0.1222687202660109,10725.0,2084906.0,Medium-haul flight,16-12-2020 03:30:00,16-12-2020 06:28:45
242221069,b77w,Istanbul, Frankfurt,"[40.97611, 28.81417]","[50.03333, 8.57056]",101.27225993227418,0.8154888699965823,9862.0,1905884.0,Medium-haul flight,16-12-2020 03:28:00,16-12-2020 06:12:22
242221070,b738,Tel Aviv,Istanbul,"[32.00945, 34.88556]","[40.89833, 29.30917]",20.326811539853672,0.10950961377535849,6780.0,1274249.0,Short-haul flight,16-12-2020 03:20:00,16-12-2020 05:13:00
242221071,a333,Seoul,Amsterdam,"[37.4625, 126.43917]","[52.30806, 4.76417]",267.2214268570245,1.4426652744897603,43710.0,8881718.0,Long-haul flight,16-12-2020 03:46:00,16-12-2020 15:54:30
242221072,a20n,Tel Aviv, Frankfurt,"[32.00945, 34.88556]","[50.03333, 8.57056]",46.32512858020066,0.20999305896131876,16116.0,3110899.0,Long-haul flight,16-12-2020 03:48:00,16-12-2020 08:16:36
242221073,b738,Liege,Hannover,"[50.63639, 5.44278]","[52.46028, 9.68361]",8.262009761175014,0.049580229754238064,2735.0,432659.0,Short-haul flight,16-12-2020 03:45:00,16-12-2020 04:30:35
242221074,b789,Newark,Rome,"[40.69667, -74.16833]","[41.80028, 12.23889]",83.6971261072251,0.40750846337860636,27840.0,7140935.0,Long-haul flight,16-12-2020 04:40:00,16-12-2020 12:24:00
242221075,a20n,Praia,Lisbon,"[14.94111, -23.48472]","[38.77417, -9.13417]",41.66750020742039,0.19296543804100696,14883.0,3079743.0,Long-haul flight,16-12-2020 03:52:00,16-12-2020 08:00:03
242221077,b738,Izmir,Gaziantep,"[38.28917, 27.155]","[36.94778, 37.47889]",16.77015004739529,0.10159215709185417,5637.0,986648.0,Short-haul flight,16-12-2020 04:06:00,16-12-2020 05:39:57
242221079,e190,Paris,Zagreb,"[49.00972, 2.54778]","[45.74306, 16.06889]",16.287559327103367,0.07417182663036935,6678.0,1110108.0,Short-haul flight,16-12-2020 09:12:00,16-12-2020 11:03:18
242221083,b737,Bergen,Stavanger,"[60.29361, 5.21806]","[58.87667, 5.63778]",6.156752905198513,0.042773372574924355,1953.0,164614.0,Short-haul flight,16-12-2020 08:59:00,16-12-2020 09:31:33
242221084,e75l,Amsterdam, Frankfurt,"[52.30806, 4.76417]","[50.03333, 8.57056]",6.396807868408478,0.025786570222752218,3374.0,407739.0,Short-haul flight,16-12-2020 08:59:23,16-12-2020 09:55:37
242221085,b738,Istanbul,Munich,"[40.89833, 29.30917]","[48.35389, 11.78611]",30.00003158981245,0.17155467247573164,9750.0,1689827.0,Medium-haul flight,16-12-2020 08:39:00,16-12-2020 11:21:30
242221091,b738, Frankfurt,Lanzarote Island,"[50.03333, 8.57056]","[28.94556, -13.60528]",43.745410568073986,0.22176775768796958,15327.0,3147839.0,Long-haul flight,16-12-2020 09:29:00,16-12-2020 13:44:27
242221097,b789,Amsterdam,Arusha,"[52.30806, 4.76417]","[-3.42778, 37.07222]",79.1603496821828,0.3288535304186663,29286.0,7066301.0,Long-haul flight,16-12-2020 09:21:00,16-12-2020 17:29:06
242221103,b738,Istanbul,Mardin,"[40.89833, 29.30917]","[37.23278, 40.64056]",22.17867428049887,0.1353340889811753,6480.0,1090037.0,Short-haul flight,16-12-2020 09:13:00,16-12-2020 11:01:00
242221106,a320,Lisbon,Geneva,"[38.77417, -9.13417]","[46.23833, 6.10945]",20.240254860461594,0.1033891611430684,8086.0,1619664.0,Medium-haul flight,16-12-2020 09:28:00,16-12-2020 11:42:46
242221108,b738,Madrid,Mallorca Island,"[40.47222, -3.56083]","[39.55167, 2.73889]",12.22108821828007,0.07396262753218191,4081.0,643760.0,Short-haul flight,16-12-2020 09:26:00,16-12-2020 10:34:01
242221109,a20n,London, Frankfurt,"[51.4775, -0.46139]","[50.03333, 8.57056]",14.942705261074762,0.07711942815514318,4468.0,659556.0,Short-haul flight,16-12-2020 09:38:00,16-12-2020 10:52:28
242221111,a319,Milan,Lamezia Terme,"[45.44945, 9.27833]","[38.90833, 16.24167]",11.995041374966506,0.049824555189541,5309.0,943455.0,Short-haul flight,16-12-2020 09:37:00,16-12-2020 11:05:29
242221112,b738,Izmir,Van,"[38.28917, 27.155]","[38.46806, 43.33222]",23.666830861072967,0.1356797278708971,7680.0,1439287.0,Short-haul flight,16-12-2020 09:29:00,16-12-2020 11:37:00
242221113,e190,Paris,Sofia,"[49.00972, 2.54778]","[42.695, 23.40833]",21.695026501647266,0.09180580326159639,9530.0,1850429.0,Medium-haul flight,16-12-2020 09:50:00,16-12-2020 12:28:50
242221114,a319, Frankfurt,Chișinău,"[50.03333, 8.57056]","[46.92778, 28.93083]",17.082472478922615,0.06543283166782891,7980.0,1591587.0,Medium-haul flight,16-12-2020 09:38:00,16-12-2020 11:51:00
242221115,a320,Istanbul,Agri,"[41.27528, 28.75195]","[39.6475, 43.02861]",25.301690753413784,0.15149469464609897,7980.0,1329917.0,Short-haul flight,16-12-2020 09:11:00,16-12-2020 11:24:00
